Time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
2960.0,-0.001,0.001,1.005,-5.23,1.18,1.66
2980.0,-0.004,0.001,1.011,-5.18,1.39,1.81
3000.0,0.000,0.003,0.997,-5.46,1.47,1.88
3020.0,0.003,-0.003,0.999,-5.16,1.58,1.31
3040.0,0.001,-0.003,0.999,-5.09,1.41,1.78
3060.0,0.003,-0.002,1.009,-5.01,0.95,1.77
3080.0,-0.004,-0.003,1.005,-5.15,1.56,1.82
3100.0,-0.005,0.004,1.003,-5.5,1.37,1.68
3120.0,0.006,0.003,1.004,-5.33,1.66,1.83
3140.0,0.002,-0.001,0.998,-5.24,1.27,1.78
3160.0,0.002,-0.000,0.999,-4.96,1.26,1.71
3180.0,0.003,0.001,1.002,-5.24,1.14,1.93
3200.0,0.001,0.000,1.000,-5.13,1.21,1.52
3220.0,0.000,-0.001,0.998,-5.37,1.34,1.69
3240.0,-0.001,0.001,0.996,-5.14,1.46,1.76
3260.0,0.001,-0.004,1.001,-5.16,1.46,1.69
3280.0,-0.001,0.005,1.007,-5.46,1.22,1.81
3300.0,0.001,0.002,0.999,-5.14,1.29,1.65
3320.0,0.001,-0.001,1.001,-5.07,1.32,1.92
3340.0,0.003,-0.000,0.998,-5.34,1.23,1.86
3360.0,0.005,0.001,1.002,-5.22,1.21,1.69
3380.0,0.003,-0.006,1.000,-4.85,1.24,1.81
3400.0,-0.004,0.001,1.009,-5.17,1.18,1.61
3420.0,-0.003,-0.002,1.001,-5.07,1.57,1.87
3440.0,-0.001,-0.001,1.002,-5.22,1.32,1.49
3460.0,0.003,0.002,1.004,-4.98,1.55,1.69
3480.0,0.005,-0.002,1.002,-5.16,1.27,1.79
3500.0,0.005,-0.003,0.999,-5.21,1.42,1.92
3520.0,-0.004,0.000,1.007,-5.11,1.19,1.66
3540.0,-0.003,-0.000,0.997,-5.1,1.22,1.63
3560.0,0.001,0.005,1.002,-5.46,1.47,1.67
3580.0,0.001,-0.004,1.002,-5.21,1.47,1.57
3600.0,0.008,-0.001,0.997,-5.4,1.44,1.82
3620.0,-0.004,-0.006,0.993,-5.02,1.55,1.86
3640.0,0.001,0.001,1.000,-5.3,1.3,1.68
3660.0,-0.001,-0.002,1.002,-5.04,1.22,1.63
3680.0,0.002,0.004,0.999,-5.39,1.34,1.8
3700.0,0.002,-0.002,0.999,-5.07,1.27,1.67
3720.0,0.001,-0.006,1.002,-5.2,1.53,1.52
3740.0,0.003,-0.000,0.996,-5.15,1.14,1.52
3760.0,-0.001,-0.001,1.001,-5.17,1.33,1.79
3780.0,0.001,0.005,1.001,-5.04,1.19,1.73
3800.0,0.004,0.002,0.997,-5.03,1.35,1.63
3820.0,0.002,0.001,1.001,-5.24,1.55,1.82
3840.0,0.003,-0.004,1.001,-5.33,1.61,1.73
3860.0,-0.001,0.001,0.998,-5.11,1.6,1.69
3880.0,-0.000,-0.005,0.996,-5.17,1.38,1.57
3900.0,0.002,-0.001,1.003,-5.19,1.24,1.77
3920.0,0.000,-0.002,1.002,-5.0,1.3,1.51
3940.0,0.001,-0.000,0.995,-5.14,1.51,1.96
3960.0,-0.003,-0.004,1.002,-5.04,1.46,1.38
3980.0,-0.000,-0.000,1.001,-5.46,1.47,1.67
4000.0,0.004,-0.004,1.002,-5.15,1.37,1.53
4020.0,0.006,-0.002,0.994,-5.2,1.33,1.74
4040.0,0.001,-0.003,1.000,-5.04,1.31,1.81
4060.0,0.001,-0.001,0.999,-5.24,1.3,1.4
4080.0,0.003,-0.001,1.001,-5.18,1.11,1.61
4100.0,0.004,0.004,0.999,-5.09,1.2,1.69
4120.0,-0.004,-0.003,0.996,-4.91,1.37,1.94
4140.0,0.002,0.001,1.005,-5.29,1.58,1.48
4160.0,0.001,0.000,1.003,-5.15,1.21,1.8
4180.0,0.004,-0.000,1.002,-5.27,1.53,1.51
4200.0,0.003,0.001,0.998,-5.14,1.48,1.53
4220.0,-0.004,-0.001,0.991,-5.2,1.33,1.64
4240.0,0.001,0.003,1.004,-5.05,1.5,1.76
4260.0,-0.000,0.000,0.991,-5.2,1.44,1.77
4280.0,0.002,0.005,0.998,-5.18,1.23,1.56
4300.0,0.003,-0.002,1.002,-5.23,1.29,1.72
4320.0,0.003,-0.004,0.998,-5.14,1.4,1.72
4340.0,-0.003,0.003,1.003,-5.35,1.55,1.64
4360.0,0.009,-0.000,0.999,-5.27,1.43,1.91
4380.0,0.002,-0.003,0.994,-5.3,1.43,1.57
4400.0,0.002,0.002,0.999,-5.01,1.53,1.84
4420.0,-0.001,-0.001,0.998,-4.95,1.44,1.47
4440.0,0.003,-0.006,1.006,-4.99,1.53,1.53
4460.0,0.002,-0.003,0.998,-5.23,1.35,1.84
4480.0,0.000,0.001,1.001,-5.2,1.47,1.82
4500.0,0.002,0.006,1.001,-4.92,1.59,1.82
4520.0,-0.003,0.006,1.005,-5.1,1.54,1.58
4540.0,-0.006,0.000,1.004,-5.2,1.53,1.69
4560.0,0.002,-0.001,0.993,-5.03,1.6,1.71
4580.0,0.005,0.003,1.000,-5.21,1.71,1.6
4600.0,0.003,0.001,1.000,-5.13,1.6,1.72
4620.0,0.003,0.000,0.999,-5.17,1.61,1.89
4640.0,0.001,0.000,1.008,-5.33,1.55,1.61
4660.0,0.001,0.004,0.994,-5.18,1.3,1.82
4680.0,-0.005,-0.001,0.999,-5.38,1.37,1.63
4700.0,0.001,0.001,1.002,-5.15,1.46,1.73
4720.0,0.003,0.002,1.000,-5.09,1.44,1.38
4740.0,0.007,0.004,0.998,-5.28,1.34,1.73
4760.0,-0.005,0.002,0.991,-5.17,1.4,1.62
4780.0,0.001,0.008,1.008,-5.2,1.69,1.6
4800.0,0.007,-0.002,0.998,-5.56,1.63,1.63
4820.0,-0.001,0.001,1.000,-5.24,1.79,1.6
4840.0,-0.009,-0.001,1.008,-5.22,1.44,1.47
4860.0,-0.000,-0.003,1.001,-4.94,1.21,1.75
4880.0,0.003,0.000,0.997,-5.14,1.49,1.6
4900.0,0.003,0.001,0.994,-5.42,1.69,1.74
4920.0,0.004,-0.004,1.008,-5.17,1.18,1.8
4940.0,0.002,-0.002,0.995,-5.16,1.6,1.58
4960.0,0.003,0.003,1.007,-4.98,1.35,1.73
4980.0,-0.004,0.007,1.000,-4.91,1.63,1.45
5000.0,-0.004,0.007,1.000,-5.11,1.76,1.57
5020.0,0.001,-0.009,1.004,-4.86,1.27,1.65
5040.0,0.004,-0.000,0.997,-5.34,1.53,1.73
5060.0,0.000,0.001,1.009,-4.97,1.74,1.76
5080.0,0.010,0.003,1.001,-5.01,1.6,1.52
5100.0,-0.002,0.001,1.006,-5.27,1.48,1.52
5120.0,-0.004,0.001,0.997,-5.51,1.28,1.95
5140.0,-0.002,-0.002,0.994,-5.11,1.56,1.8
5160.0,-0.002,-0.002,0.994,-5.11,1.51,1.91
5180.0,-0.000,-0.000,1.002,-5.18,1.14,1.88
5200.0,0.003,0.002,1.002,-5.35,1.47,1.72
5220.0,-0.001,-0.002,1.000,-5.27,1.43,1.6
5240.0,-0.003,0.002,1.007,-5.49,1.43,1.7
5260.0,0.002,-0.000,1.002,-4.71,1.04,1.5
5280.0,0.004,0.006,0.999,-5.22,1.55,1.71
5300.0,-0.002,0.000,0.994,-5.43,1.44,1.58
5320.0,0.002,0.005,0.996,-5.31,1.5,1.6
5340.0,0.003,-0.001,1.002,-5.27,1.49,1.95
5360.0,-0.002,0.003,1.000,-5.11,1.28,1.75
5380.0,0.002,0.004,0.995,-5.4,1.28,1.79
5400.0,-0.001,-0.000,0.993,-5.14,1.74,1.92
5420.0,-0.002,-0.005,0.997,-4.99,1.33,1.77
5440.0,-0.003,0.000,0.990,-5.21,1.58,1.68
5460.0,0.002,0.001,1.006,-5.12,1.38,1.75
5480.0,0.001,0.002,0.993,-5.27,1.54,1.61
5500.0,0.006,-0.006,1.002,-5.13,1.33,1.45
5520.0,0.001,-0.002,1.001,-5.26,1.14,1.59
5540.0,-0.000,0.005,0.999,-5.08,1.51,1.75
5560.0,0.000,0.003,0.999,-5.06,1.42,1.57
5580.0,0.003,0.001,1.001,-5.23,1.53,1.5
5600.0,0.007,-0.003,1.001,-5.4,1.63,1.89
5620.0,-0.002,-0.002,1.004,-5.22,1.49,1.63
5640.0,0.001,0.001,0.998,-5.1,1.56,1.81
5660.0,-0.004,0.001,0.997,-5.07,1.43,1.72
5680.0,0.004,-0.002,0.998,-4.9,1.32,1.54
5700.0,-0.001,-0.005,0.999,-5.12,1.49,1.65
5720.0,0.001,0.005,0.998,-5.4,1.32,1.42
5740.0,0.002,0.001,0.998,-5.05,1.4,1.44
5760.0,0.003,-0.001,0.992,-5.0,1.38,1.63
5780.0,-0.003,-0.002,0.999,-5.19,1.3,1.57
5800.0,0.005,-0.000,0.998,-5.12,1.4,1.63
5820.0,0.002,0.003,1.002,-4.91,1.21,1.34
5840.0,0.000,0.001,1.006,-4.88,1.36,1.53
5860.0,-0.002,0.002,0.994,-5.44,1.9,1.89
5880.0,-0.001,0.001,1.000,-5.36,1.38,1.6
5900.0,-0.003,-0.001,0.996,-5.24,1.87,1.57
5920.0,-0.004,-0.003,1.002,-5.49,1.33,1.92
5940.0,0.002,-0.002,0.995,-4.97,1.11,1.8
5960.0,0.000,-0.000,1.001,-5.26,1.21,1.63
5980.0,0.002,0.005,1.001,-5.1,1.17,1.53
6000.0,-0.001,0.005,1.001,-4.78,1.43,1.57
6020.0,-0.003,0.003,1.003,-5.24,1.26,1.76
6040.0,0.002,0.002,1.008,-5.33,1.35,1.56
6060.0,0.003,0.001,0.999,-5.09,1.34,1.72
6080.0,-0.000,0.002,0.996,-5.24,1.44,1.66
6100.0,-0.001,0.002,0.996,-5.1,1.21,1.6
6120.0,-0.001,-0.001,1.001,-5.17,1.47,1.69
6140.0,0.001,0.003,0.996,-5.09,1.5,1.81
6160.0,0.006,-0.001,1.002,-5.13,1.79,1.57
6180.0,-0.003,0.001,0.999,-4.99,1.5,1.7
6200.0,0.002,-0.002,1.000,-5.01,1.39,1.82
6220.0,0.003,-0.005,0.998,-5.06,1.43,1.63
6240.0,0.004,-0.001,1.004,-5.09,1.46,1.52
6260.0,0.004,-0.000,0.994,-5.25,1.33,1.63
6280.0,0.001,-0.004,0.999,-5.2,1.49,1.79
6300.0,-0.002,0.001,0.993,-5.22,1.44,1.78
6320.0,0.001,0.001,0.996,-5.29,1.59,1.98
6340.0,-0.003,-0.003,0.998,-5.18,1.36,1.69
6360.0,-0.002,0.002,1.003,-5.35,1.41,1.88
6380.0,0.005,-0.002,1.002,-5.35,1.33,1.93
6400.0,0.001,-0.002,1.000,-4.95,1.4,1.56
6420.0,0.001,0.003,1.002,-5.14,1.37,1.75
6440.0,-0.001,-0.001,1.002,-4.99,1.34,1.59
6460.0,0.003,0.002,1.005,-5.04,1.59,1.76
6480.0,0.000,0.003,0.998,-5.28,1.47,1.5
6500.0,0.004,0.001,0.998,-5.09,1.32,1.7
6520.0,-0.005,0.001,0.999,-5.15,1.34,1.53
6540.0,0.000,0.001,1.003,-5.11,1.27,1.66
6560.0,0.001,-0.001,0.998,-4.94,1.47,1.59
6580.0,-0.002,-0.000,1.000,-5.03,1.35,1.63
6600.0,-0.002,0.000,0.999,-4.94,1.36,1.65
6620.0,-0.001,-0.000,1.000,-5.1,1.3,1.56
6640.0,-0.003,0.004,1.003,-5.33,1.53,1.74
6660.0,0.001,0.004,0.998,-5.33,1.43,1.71
6680.0,0.000,0.003,1.002,-5.35,1.67,1.65
6700.0,-0.003,0.000,1.006,-5.34,1.14,1.82
6720.0,-0.004,-0.000,0.999,-5.23,1.57,1.62
6740.0,0.001,-0.003,0.993,-4.94,1.53,1.65
6760.0,0.002,0.001,1.004,-5.09,1.29,1.73
6780.0,0.000,0.000,1.004,-5.25,1.21,1.53
6800.0,-0.001,-0.003,1.005,-4.88,1.39,1.61
6820.0,-0.001,0.004,1.002,-5.16,1.27,1.68
6840.0,0.001,0.002,0.994,-5.32,1.29,1.68
6860.0,0.003,0.002,1.001,-4.95,1.28,1.61
6880.0,0.001,-0.000,0.996,-5.59,1.14,1.69
6900.0,-0.001,-0.001,0.996,-5.12,1.66,1.6
6920.0,0.003,0.000,1.001,-5.18,1.45,1.54
6940.0,0.004,-0.001,1.006,-5.02,1.54,1.7
6960.0,0.008,0.002,1.002,-5.36,1.4,1.67
6980.0,0.002,0.005,1.004,-5.36,1.43,1.73
7000.0,0.001,-0.002,0.996,-5.34,1.1,1.79
7020.0,-0.003,-0.005,1.002,-5.21,1.63,1.42
7040.0,-0.003,-0.008,0.992,-5.13,1.08,1.61
7060.0,0.005,0.002,1.004,-5.2,1.47,1.51
7080.0,0.004,0.009,1.003,-5.16,1.63,1.58
7100.0,0.006,0.003,0.995,-5.13,1.59,1.55
7120.0,-0.000,-0.006,0.999,-5.04,1.24,1.45
7140.0,-0.000,-0.003,1.002,-5.32,1.21,1.67
7160.0,0.003,0.002,0.995,-5.46,1.36,1.66
7180.0,0.004,0.002,0.995,-4.87,1.4,1.6
7200.0,0.004,-0.006,1.003,-5.43,1.63,1.68
7220.0,0.001,-0.005,1.002,-5.63,1.39,1.44
7240.0,-0.000,-0.002,0.996,-5.16,1.4,1.68
7260.0,-0.002,0.003,1.003,-5.56,1.65,1.74
7280.0,0.003,0.001,1.003,-5.24,1.27,1.53
7300.0,0.002,-0.004,0.991,-5.27,1.24,1.7
7320.0,0.005,-0.003,1.003,-5.24,1.53,1.84
7340.0,0.004,0.007,0.998,-5.13,1.5,1.79
7360.0,-0.001,-0.001,1.000,-5.49,1.45,1.83
7380.0,0.006,0.001,0.998,-5.4,1.49,1.76
7400.0,0.002,-0.003,1.000,-5.1,1.71,1.61
7420.0,0.000,0.002,1.004,-5.49,1.55,1.71
7440.0,-0.002,0.001,0.995,-5.2,1.72,1.82
7460.0,0.002,-0.001,0.998,-5.25,1.64,1.69
7480.0,0.003,-0.001,0.998,-5.14,1.77,1.53
7500.0,-0.003,-0.001,1.001,-5.14,1.53,1.72
7520.0,0.003,-0.000,0.998,-4.98,1.46,1.82
7540.0,0.006,-0.001,0.998,-5.13,1.49,1.69
7560.0,0.003,0.001,0.997,-5.0,1.43,1.55
7580.0,0.003,0.001,1.004,-5.01,1.36,1.49
7600.0,0.001,-0.004,1.002,-5.17,1.1,1.63
7620.0,0.002,-0.003,0.996,-5.2,1.23,1.54
7640.0,-0.005,0.005,1.006,-5.16,1.1,1.45
7660.0,-0.002,-0.000,1.004,-5.39,1.46,1.67
7680.0,-0.001,-0.002,1.006,-5.27,1.2,1.61
7700.0,0.008,-0.009,1.005,-5.24,1.63,1.81
7720.0,0.003,0.001,0.992,-4.94,1.61,1.71
7740.0,0.001,0.002,1.001,-5.1,1.51,1.7
7760.0,-0.000,0.001,0.998,-5.17,1.48,1.68
7780.0,0.002,-0.002,0.999,-5.23,1.47,1.7
7800.0,-0.002,-0.005,0.992,-5.29,1.5,1.72
7820.0,0.001,0.001,1.003,-5.1,1.4,1.85
7840.0,0.004,0.004,0.997,-5.12,1.28,1.58
7860.0,0.004,-0.006,1.006,-5.47,1.44,1.69
7880.0,-0.001,-0.003,0.999,-4.88,1.37,1.84
7900.0,-0.005,0.003,1.001,-5.01,1.63,1.82
7920.0,0.000,0.002,1.005,-5.07,1.66,1.72
7940.0,0.000,0.000,1.000,-5.4,1.5,1.69
7960.0,0.002,-0.002,1.004,-5.14,1.2,1.61
7980.0,-0.002,-0.002,0.996,-5.16,1.63,1.75
8000.0,0.001,0.002,1.003,-4.94,1.52,1.78
8020.0,0.003,0.002,1.000,-5.36,1.45,1.47
8040.0,-0.003,0.001,1.003,-4.98,1.31,1.46
8060.0,0.001,0.001,0.994,-5.33,1.52,1.41
8080.0,0.004,-0.001,1.002,-5.17,1.54,1.79
8100.0,0.001,0.005,0.998,-5.01,1.54,1.43
8120.0,0.000,-0.000,1.002,-5.21,1.5,1.53
8140.0,0.003,-0.002,0.997,-5.26,1.47,1.5
8160.0,-0.003,-0.002,1.000,-5.1,1.54,1.6
8180.0,-0.002,-0.000,0.996,-5.24,1.44,1.72
8200.0,0.001,0.001,0.999,-5.31,1.42,1.69
8220.0,0.000,0.000,0.999,-5.24,1.23,1.61
8240.0,0.000,-0.005,0.999,-5.31,1.5,1.72
8260.0,0.005,0.002,1.004,-5.18,1.58,1.73
8280.0,-0.002,-0.002,0.996,-5.01,1.48,1.57
8300.0,0.001,0.003,0.991,-5.28,1.49,1.61
8320.0,0.001,-0.000,0.997,-5.56,1.41,1.73
8340.0,-0.004,-0.003,1.003,-5.25,1.18,1.79
8360.0,-0.003,0.000,1.004,-5.24,1.5,1.71
8380.0,0.001,-0.001,1.006,-5.33,1.5,1.63
8400.0,-0.001,-0.001,1.001,-4.82,1.24,1.69
8420.0,-0.003,-0.002,1.004,-5.25,1.46,1.71
8440.0,-0.002,0.001,1.004,-5.52,1.37,1.52
8460.0,0.002,-0.001,0.995,-5.27,1.68,1.7
8480.0,-0.001,0.002,0.997,-5.1,1.43,1.69
8500.0,0.003,-0.004,0.999,-5.09,1.6,1.86
8520.0,0.003,0.002,0.994,-5.24,1.08,1.5
8540.0,-0.004,-0.002,0.996,-5.36,1.45,1.59
8560.0,0.001,-0.001,0.999,-5.2,1.49,1.51
8580.0,-0.004,-0.003,1.005,-5.34,1.31,1.7
8600.0,-0.001,-0.001,0.995,-5.11,1.26,1.89
8620.0,-0.004,0.001,1.004,-5.27,1.41,1.75
8640.0,-0.000,-0.001,0.994,-5.07,1.31,2.02
8660.0,0.001,-0.001,0.991,-5.11,1.27,1.71
8680.0,0.046,0.001,1.035,-5.56,5.81,1.86
8700.0,0.011,0.007,1.008,-5.23,4.01,1.78
8720.0,-0.009,0.005,0.995,-5.23,1.63,1.57
8740.0,-0.006,0.000,0.999,-5.22,1.21,1.45
8760.0,-0.005,0.001,1.001,-5.1,0.89,1.77
8780.0,-0.002,-0.001,1.000,-5.13,1.48,1.59
8800.0,0.002,-0.001,1.005,-5.21,1.41,1.68
8820.0,-0.000,-0.002,0.996,-5.46,1.05,1.82
8840.0,0.002,-0.004,0.996,-5.22,1.14,1.65
8860.0,0.002,0.005,1.004,-5.17,1.47,1.79
8880.0,-0.002,-0.002,1.003,-5.27,1.4,1.73
8900.0,-0.002,-0.001,0.995,-4.88,1.52,1.6
8920.0,0.003,0.002,1.003,-5.18,1.52,1.82
8940.0,0.001,-0.005,1.002,-5.25,1.66,1.6
8960.0,0.003,0.001,0.995,-5.15,1.5,1.53
8980.0,-0.078,0.023,0.992,-4.88,-2.03,2.21
9000.0,0.009,-0.027,1.014,-5.23,0.56,1.58
9020.0,0.011,-0.003,0.991,-5.34,1.71,1.79
9040.0,0.005,0.003,1.003,-4.91,1.65,1.76
9060.0,-0.004,0.010,0.996,-4.99,1.24,1.66
9080.0,-0.001,-0.003,0.997,-5.2,1.57,1.66
9100.0,0.002,-0.005,1.005,-5.27,1.32,1.87
9120.0,0.006,-0.002,0.999,-5.08,1.17,1.94
9140.0,-0.002,0.007,0.999,-5.29,1.61,1.72
9160.0,-0.002,0.002,1.001,-5.2,1.22,1.72
9180.0,-0.001,-0.007,1.000,-5.15,1.61,1.56
9200.0,0.001,-0.004,1.003,-5.38,1.56,1.91
9220.0,-0.002,-0.002,1.002,-5.02,1.59,1.93
9240.0,-0.002,0.006,1.008,-5.3,1.63,1.78
9260.0,0.005,-0.003,1.001,-5.27,1.07,1.63
9280.0,-0.003,-0.004,0.999,-5.23,1.58,1.83
9300.0,-0.001,0.001,1.001,-5.57,1.6,1.82
9320.0,0.001,0.002,1.002,-5.24,1.54,1.75
9340.0,0.007,0.003,0.995,-5.03,1.46,1.86
9360.0,0.001,-0.003,1.003,-5.36,1.66,1.85
9380.0,0.001,0.003,0.997,-4.78,1.26,1.76
9400.0,-0.003,0.005,0.999,-5.25,1.44,1.52
9420.0,0.004,0.005,1.002,-5.14,1.44,1.56
9440.0,0.003,-0.003,0.995,-4.95,1.34,1.64
9460.0,-0.002,-0.001,1.002,-4.95,1.38,1.55
9480.0,0.006,-0.002,0.999,-5.39,1.28,1.68
9500.0,0.006,0.002,0.991,-5.01,1.01,1.65
9520.0,-0.006,-0.007,0.995,-5.11,0.94,1.94
9540.0,-0.012,-0.000,1.001,-5.04,1.14,1.66
9560.0,-0.004,0.004,0.997,-5.12,1.36,1.4
9580.0,0.002,-0.001,1.007,-5.15,1.39,1.58
9600.0,0.004,-0.006,0.998,-5.04,1.66,1.62
9620.0,0.003,0.004,0.997,-5.02,1.36,1.57
9640.0,-0.001,0.003,1.001,-5.16,1.15,1.81
9660.0,-0.004,-0.006,0.993,-5.27,1.27,1.73
9680.0,-0.006,-0.002,1.007,-4.99,1.73,1.79
9700.0,0.002,0.008,0.999,-5.04,1.33,1.76
9720.0,0.001,0.008,1.001,-5.36,1.42,1.78
9740.0,-0.001,0.003,0.996,-5.59,1.75,1.8
9760.0,-0.002,-0.003,0.996,-5.37,1.37,1.72
9780.0,0.005,0.000,0.996,-5.24,1.39,1.73
9800.0,0.004,0.004,1.000,-5.37,1.2,1.93
9820.0,0.002,-0.000,1.000,-5.27,1.56,1.47
9840.0,0.000,-0.002,1.005,-5.05,1.51,1.63
9860.0,0.001,-0.005,1.001,-5.2,1.14,1.74
9880.0,0.003,-0.000,0.998,-5.14,1.55,1.64
9900.0,0.006,0.004,1.006,-5.03,1.63,1.86
9920.0,0.007,-0.003,0.999,-5.2,1.23,1.79
9940.0,-0.001,-0.004,0.996,-4.91,1.53,1.67
9960.0,-0.002,-0.004,1.004,-5.14,1.24,1.57
9980.0,-0.001,-0.004,0.991,-5.03,1.18,1.44
10000.0,0.002,0.004,0.996,-5.2,1.34,1.96
10020.0,0.004,0.002,1.000,-5.32,1.64,1.57
10040.0,0.003,-0.001,0.991,-5.07,1.55,1.78
10060.0,-0.001,0.007,1.001,-5.14,1.5,1.69
10080.0,-0.002,0.004,1.002,-5.31,1.68,1.57
10100.0,0.002,0.001,0.994,-5.26,1.57,1.66
10120.0,0.008,-0.008,1.000,-5.13,1.42,1.53
10140.0,0.002,-0.007,0.998,-5.04,1.6,1.67
10160.0,0.000,0.007,1.000,-5.09,1.68,1.95
10180.0,-0.001,0.006,1.000,-5.01,1.58,1.66
10200.0,-0.002,-0.000,0.993,-4.99,1.43,1.85
10220.0,0.002,-0.003,0.998,-5.19,1.64,1.71
10240.0,0.012,-0.001,0.997,-5.19,1.42,1.63
10260.0,0.006,0.004,1.003,-5.43,1.23,1.76
10280.0,-0.004,-0.002,0.995,-4.99,1.31,1.69
10300.0,-0.002,-0.002,1.005,-5.17,1.64,1.86
10320.0,0.001,0.000,1.000,-5.29,1.85,1.37
10340.0,0.002,0.001,0.998,-4.94,1.59,1.7
10360.0,0.001,-0.004,0.995,-5.33,1.52,1.64
10380.0,0.000,-0.003,1.000,-5.33,1.46,1.92
10400.0,0.001,-0.003,1.001,-5.07,1.39,1.47
10420.0,-0.004,0.001,1.003,-5.03,1.48,1.68
10440.0,-0.006,0.001,1.007,-5.23,1.33,1.73
10460.0,-0.003,-0.002,1.003,-5.23,1.28,1.63
10480.0,0.008,-0.000,1.002,-5.16,1.51,1.81
10500.0,0.001,-0.001,0.999,-4.95,1.67,1.58
10520.0,0.000,0.005,1.001,-5.13,1.63,1.61
10540.0,0.002,-0.002,0.994,-5.25,1.2,1.68
10560.0,0.003,-0.002,0.999,-5.3,1.5,1.59
10580.0,0.003,-0.004,1.000,-4.53,1.48,1.63
10600.0,0.001,-0.000,0.996,-5.34,1.49,1.7
10620.0,-0.000,0.002,0.998,-5.17,1.51,1.73
10640.0,-0.005,0.003,0.998,-4.98,1.53,1.8
10660.0,-0.002,-0.000,1.001,-5.12,1.4,1.79
10680.0,0.000,-0.001,1.004,-5.24,1.63,1.71
10700.0,0.002,-0.002,1.003,-5.3,1.11,1.45
10720.0,0.002,0.002,1.001,-5.37,1.27,1.86
10740.0,0.002,-0.001,0.999,-5.07,1.48,1.82
10760.0,0.002,0.002,0.998,-5.08,1.49,1.83
10780.0,-0.004,0.004,0.997,-5.18,1.57,1.67
10800.0,-0.003,-0.001,1.003,-5.24,1.49,1.71
10820.0,0.002,-0.001,0.997,-5.13,1.44,1.88
10840.0,0.003,0.002,1.003,-4.85,1.47,1.44
10860.0,0.001,0.007,1.003,-5.27,1.49,1.68
10880.0,-0.003,0.001,1.002,-5.49,1.56,1.6
10900.0,-0.000,0.003,1.003,-5.44,1.42,1.47
10920.0,-0.003,-0.004,0.995,-5.2,1.44,1.68
10940.0,0.003,-0.002,1.004,-4.9,1.32,1.38
10960.0,0.004,0.002,0.993,-5.01,1.28,1.64
10980.0,0.001,0.001,0.998,-5.16,1.37,1.72
11000.0,-0.000,-0.003,0.999,-5.21,1.38,1.72
11020.0,-0.002,-0.006,0.995,-5.28,1.59,1.58
11040.0,0.006,0.001,1.005,-5.27,1.41,1.65
11060.0,-0.002,0.001,1.003,-5.09,1.37,1.73
11080.0,-0.001,0.005,1.002,-5.13,1.37,1.79
11100.0,0.000,-0.005,1.001,-5.08,1.52,1.67
11120.0,-0.000,0.001,0.996,-4.98,1.29,1.79
11140.0,-0.001,0.005,1.007,-5.27,1.31,1.53
11160.0,0.002,0.000,0.995,-5.3,1.43,1.95
11180.0,0.001,0.002,1.002,-5.07,1.48,1.64
11200.0,-0.002,-0.003,0.999,-5.4,1.47,1.89
11220.0,-0.002,-0.002,1.006,-4.96,1.17,1.53
11240.0,0.003,-0.001,1.002,-5.43,1.23,1.9
11260.0,0.003,-0.002,0.995,-5.08,1.6,1.82
11280.0,0.000,0.006,1.006,-5.14,1.34,1.79
11300.0,-0.001,-0.003,1.001,-5.36,1.51,1.61
11320.0,-0.004,-0.002,1.002,-5.24,1.54,1.75
11340.0,-0.001,-0.001,1.003,-5.2,1.32,1.59
11360.0,-0.002,-0.001,1.003,-5.17,1.37,1.36
11380.0,0.002,-0.008,1.002,-5.6,1.47,1.96
11400.0,0.006,-0.001,0.997,-5.2,1.31,1.81
11420.0,-0.000,0.002,0.997,-5.13,1.4,1.83
11440.0,-0.001,0.001,0.993,-5.24,1.2,1.59
11460.0,0.000,0.001,0.997,-5.25,1.27,1.81
11480.0,0.001,-0.003,1.002,-5.24,1.27,1.59
11500.0,0.005,-0.001,1.005,-5.29,1.34,1.63
11520.0,-0.002,0.004,0.999,-5.02,1.6,1.62
11540.0,0.002,-0.000,1.006,-5.04,1.42,1.49
11560.0,-0.002,-0.003,1.005,-5.28,1.38,1.47
11580.0,-0.002,-0.004,1.001,-5.32,1.15,1.63
11600.0,0.000,-0.002,1.002,-5.47,1.64,1.69
11620.0,-0.000,0.002,1.005,-5.21,1.32,1.49
11640.0,0.002,-0.001,0.997,-5.04,1.23,1.6
11660.0,0.003,-0.002,0.995,-4.98,1.31,1.73
11680.0,0.002,0.000,1.001,-5.2,1.51,1.39
11700.0,0.002,0.001,1.004,-4.86,1.29,1.66
11720.0,0.002,0.001,1.006,-4.98,1.75,1.47
11740.0,0.001,-0.001,1.004,-5.1,1.2,1.63
11760.0,-0.002,0.000,0.999,-5.38,1.47,1.78
11780.0,0.004,-0.002,0.997,-5.29,1.56,1.6
11800.0,0.002,-0.002,0.996,-5.18,1.35,1.59
11820.0,0.003,-0.001,1.000,-5.04,1.47,1.78
11840.0,-0.003,0.000,1.003,-5.36,1.55,1.76
11860.0,-0.000,0.004,1.003,-5.31,1.62,1.61
11880.0,-0.002,0.003,1.004,-5.14,1.76,1.46
11900.0,0.002,-0.003,0.993,-4.88,1.4,1.69
11920.0,0.004,-0.005,0.999,-5.01,1.5,1.42
11940.0,0.001,0.003,1.000,-5.46,1.37,1.92
11960.0,-0.003,0.002,1.003,-5.11,1.34,1.57
