Time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
8960.0,-0.001,-0.002,1.000,-3.28,1.01,1.07
8980.0,-0.001,-0.001,0.999,-3.2,0.73,1.2
9000.0,0.003,-0.001,1.003,-3.67,0.88,0.88
9020.0,-0.001,-0.003,0.996,-3.26,0.88,0.85
9040.0,-0.004,-0.001,1.000,-3.46,1.07,1.0
9060.0,0.004,-0.000,1.003,-3.3,0.7,1.27
9080.0,0.003,0.003,0.999,-3.19,0.73,1.08
9100.0,0.004,-0.002,1.001,-3.19,1.04,1.24
9120.0,-0.004,-0.002,0.997,-3.6,0.85,1.22
9140.0,0.002,0.002,1.001,-3.24,1.1,1.15
9160.0,0.002,0.002,1.005,-3.3,1.26,1.01
9180.0,-0.000,-0.001,1.000,-3.78,0.81,1.09
9200.0,-0.004,0.000,1.004,-3.36,0.99,1.19
9220.0,0.000,-0.001,0.996,-3.29,1.06,1.12
9240.0,0.003,-0.002,0.999,-3.41,1.15,1.09
9260.0,-0.003,0.002,1.004,-3.2,0.77,1.02
9280.0,0.005,-0.002,1.002,-3.48,0.97,0.99
9300.0,-0.000,-0.002,1.006,-3.53,1.06,1.0
9320.0,0.003,-0.002,1.004,-3.4,0.59,0.88
9340.0,0.000,0.002,1.002,-3.46,0.97,1.04
9360.0,0.002,0.000,1.003,-3.41,1.09,1.04
9380.0,0.003,0.002,1.000,-3.4,1.36,1.04
9400.0,-0.001,-0.000,1.005,-3.54,1.07,1.08
9420.0,-0.001,-0.001,1.004,-3.3,0.89,0.85
9440.0,-0.000,-0.000,0.998,-3.33,0.92,0.94
9460.0,-0.006,-0.002,0.996,-3.52,1.01,0.96
9480.0,0.001,0.002,0.998,-3.43,0.99,1.17
9500.0,-0.002,-0.001,1.004,-3.08,0.87,0.91
9520.0,-0.000,0.001,1.002,-3.26,0.63,0.91
9540.0,0.001,-0.001,1.003,-3.56,0.89,1.19
9560.0,0.001,-0.001,0.998,-3.36,0.84,0.91
9580.0,-0.003,-0.001,1.000,-3.45,1.07,0.95
9600.0,-0.003,-0.002,0.997,-3.2,0.87,0.7
9620.0,-0.002,-0.000,1.001,-3.44,0.79,0.69
9640.0,-0.002,0.003,0.998,-3.33,0.85,1.01
9660.0,-0.000,-0.003,1.000,-3.46,1.14,1.11
9680.0,-0.002,0.003,0.997,-3.43,0.97,1.11
9700.0,-0.003,0.001,1.003,-3.53,1.2,1.11
9720.0,0.001,-0.001,0.999,-3.17,1.01,1.27
9740.0,-0.003,0.001,0.998,-3.2,0.95,1.17
9760.0,0.000,-0.001,1.002,-3.29,0.9,1.2
9780.0,0.003,-0.003,1.001,-3.36,0.82,0.86
9800.0,0.002,-0.001,0.994,-3.41,0.82,1.11
9820.0,-0.001,-0.003,0.999,-3.39,0.53,0.91
9840.0,-0.004,0.002,1.001,-3.4,0.78,0.87
9860.0,0.002,-0.003,0.996,-3.33,1.01,1.0
9880.0,0.000,-0.000,1.003,-3.4,0.96,1.14
9900.0,0.000,0.001,0.999,-3.49,1.29,1.21
9920.0,-0.002,-0.001,0.998,-3.21,0.81,1.01
9940.0,-0.000,-0.002,0.994,-3.65,0.78,1.15
9960.0,-0.002,0.003,0.999,-3.42,0.99,1.04
9980.0,-0.004,0.002,1.001,-3.25,1.03,0.92
10000.0,0.003,-0.000,1.000,-3.55,1.0,0.98
10020.0,0.003,0.000,1.002,-3.68,1.1,0.86
10040.0,0.000,-0.003,1.001,-3.22,0.97,0.98
10060.0,0.002,-0.002,0.998,-3.43,1.23,1.04
10080.0,0.001,0.002,1.001,-3.23,0.7,1.17
10100.0,-0.002,0.000,0.998,-3.16,0.78,1.07
10120.0,-0.002,-0.001,0.998,-3.17,0.81,1.2
10140.0,-0.003,0.001,0.995,-3.29,0.81,1.03
10160.0,0.002,-0.001,0.998,-3.39,1.17,1.02
10180.0,-0.003,-0.002,1.002,-3.49,1.09,1.04
10200.0,-0.002,0.004,1.002,-3.39,0.94,1.09
10220.0,-0.003,0.001,1.000,-3.18,1.07,0.93
10240.0,0.001,0.005,1.006,-3.18,0.78,0.91
10260.0,-0.001,0.000,1.002,-3.44,0.84,0.85
10280.0,0.001,-0.004,1.000,-3.24,0.75,0.97
10300.0,0.001,0.001,1.000,-3.35,0.96,0.95
10320.0,-0.000,-0.001,1.000,-3.4,0.88,0.72
10340.0,0.001,0.005,1.004,-3.26,0.88,1.17
10360.0,0.003,0.001,1.007,-3.2,0.83,1.1
10380.0,-0.001,-0.000,0.997,-3.48,0.84,1.16
10400.0,0.004,-0.001,1.000,-3.2,0.94,0.99
10420.0,-0.004,-0.000,1.003,-3.25,0.95,1.01
10440.0,-0.002,-0.004,1.003,-3.62,0.73,1.24
10460.0,0.003,0.002,1.006,-3.09,0.7,0.91
10480.0,0.001,0.002,0.999,-3.27,0.78,1.41
10500.0,0.003,0.007,1.002,-3.5,1.01,0.69
10520.0,-0.003,0.002,1.002,-3.58,1.13,1.06
10540.0,-0.000,-0.001,0.999,-3.29,1.14,1.17
10560.0,0.002,-0.001,1.000,-3.41,1.23,1.12
10580.0,-0.002,-0.000,0.996,-3.33,0.81,0.83
10600.0,-0.003,0.003,0.996,-3.34,0.85,1.07
10620.0,0.002,-0.004,0.999,-3.29,1.09,1.04
10640.0,0.001,0.001,0.998,-3.3,0.88,1.23
10660.0,-0.001,-0.000,1.003,-3.44,1.1,1.14
10680.0,-0.005,-0.003,1.001,-3.58,0.74,1.07
10700.0,-0.001,0.003,0.996,-3.33,0.95,1.2
10720.0,-0.000,0.002,1.000,-3.27,0.94,0.99
10740.0,-0.003,0.001,0.999,-3.36,1.14,1.09
10760.0,0.002,-0.008,0.994,-3.2,1.0,1.1
10780.0,-0.003,-0.000,1.000,-3.47,1.17,1.01
10800.0,-0.001,-0.000,1.001,-3.33,0.81,1.04
10820.0,0.000,-0.003,1.004,-3.2,0.62,1.12
10840.0,-0.000,0.002,0.997,-3.44,1.2,0.85
10860.0,0.001,-0.005,0.995,-3.36,0.91,1.2
10880.0,-0.002,-0.002,1.001,-3.34,1.04,0.95
10900.0,-0.003,0.002,1.006,-3.46,1.0,0.85
10920.0,0.000,-0.002,0.997,-3.34,0.91,0.99
10940.0,-0.004,-0.001,1.007,-3.36,1.14,1.34
10960.0,0.003,0.003,0.999,-3.4,0.76,0.98
10980.0,-0.001,-0.002,1.000,-3.29,0.94,1.12
11000.0,0.000,-0.002,0.998,-3.68,0.88,0.98
11020.0,-0.001,0.004,1.000,-3.52,1.07,1.11
11040.0,-0.002,0.002,1.005,-3.39,0.71,1.12
11060.0,-0.002,-0.002,1.004,-3.13,1.03,0.82
11080.0,-0.002,-0.004,1.001,-3.42,1.0,1.1
11100.0,-0.001,-0.003,0.995,-3.6,0.94,1.11
11120.0,-0.001,0.002,1.001,-3.37,0.98,1.19
11140.0,-0.001,0.000,1.004,-3.34,0.95,0.97
11160.0,-0.003,-0.001,1.003,-3.43,0.91,1.17
11180.0,-0.006,0.004,0.997,-3.4,0.69,0.85
11200.0,0.003,0.000,1.003,-3.39,0.89,1.06
11220.0,0.000,-0.000,1.002,-3.29,0.92,1.04
11240.0,-0.002,-0.001,0.999,-3.43,1.24,1.07
11260.0,0.001,-0.004,0.998,-3.13,0.9,0.98
11280.0,-0.005,0.002,1.004,-3.2,1.09,1.03
11300.0,-0.002,-0.000,1.000,-3.38,0.94,1.14
11320.0,-0.001,0.001,1.002,-3.39,0.61,0.9
11340.0,-0.005,0.000,1.003,-3.19,0.71,1.29
11360.0,-0.002,0.003,1.003,-3.32,0.78,1.06
11380.0,0.003,-0.000,1.002,-3.11,0.98,1.14
11400.0,-0.001,0.001,1.000,-3.39,0.87,0.98
11420.0,-0.001,-0.002,0.998,-3.56,0.97,0.93
11440.0,-0.002,-0.001,1.003,-3.2,0.93,1.09
11460.0,-0.004,0.000,1.004,-3.46,1.05,0.98
11480.0,0.001,0.000,0.998,-3.14,0.99,1.04
11500.0,-0.001,0.002,1.000,-3.41,1.11,1.08
11520.0,-0.001,-0.002,1.002,-3.1,1.25,1.17
11540.0,0.001,0.001,0.998,-3.11,1.0,0.92
11560.0,-0.002,-0.000,1.000,-3.33,0.94,1.09
11580.0,-0.001,0.002,1.001,-3.32,0.89,0.91
11600.0,0.002,-0.005,1.002,-3.1,0.82,1.23
11620.0,-0.000,-0.004,0.996,-3.36,0.98,1.01
11640.0,-0.004,-0.001,1.008,-3.31,0.89,0.94
11660.0,-0.001,-0.000,1.004,-3.23,0.73,1.3
11680.0,-0.002,-0.004,1.002,-3.76,0.99,1.24
11700.0,-0.001,-0.001,1.003,-3.24,0.91,0.92
11720.0,0.000,0.002,0.996,-3.26,0.85,1.23
11740.0,0.002,-0.003,1.000,-2.75,1.07,0.88
11760.0,-0.001,0.004,1.002,-3.21,0.94,1.12
11780.0,-0.005,-0.003,0.998,-3.4,1.05,0.85
11800.0,-0.002,0.000,1.006,-3.46,0.98,0.77
11820.0,0.003,-0.000,1.003,-3.57,0.99,1.01
11840.0,-0.002,-0.000,1.003,-3.4,0.78,0.98
11860.0,0.002,0.000,0.999,-3.3,1.02,1.2
11880.0,-0.003,0.002,1.004,-3.49,0.81,1.05
11900.0,-0.003,0.003,1.002,-3.41,1.06,0.95
11920.0,-0.002,-0.001,1.000,-3.52,1.0,0.95
11940.0,-0.001,-0.000,0.992,-3.0,0.85,1.01
11960.0,-0.006,-0.002,0.996,-3.32,1.06,0.97
11980.0,0.001,-0.001,0.999,-3.46,1.07,1.18
12000.0,-0.001,0.002,1.000,-3.4,0.81,1.08
12020.0,-0.005,-0.002,1.000,-3.35,1.01,1.14
12040.0,-0.001,0.000,1.002,-3.43,0.88,0.72
12060.0,0.002,0.007,0.999,-3.38,0.83,0.79
12080.0,0.000,0.000,1.002,-3.58,0.94,1.24
12100.0,-0.001,-0.007,0.999,-3.34,1.01,0.98
12120.0,0.000,-0.000,0.994,-3.1,0.91,0.85
12140.0,0.000,0.006,1.000,-3.14,1.04,1.11
12160.0,0.003,-0.002,1.002,-3.27,1.0,0.95
12180.0,-0.004,-0.003,1.009,-3.32,0.77,1.11
12200.0,-0.006,-0.001,1.003,-3.33,0.99,0.78
12220.0,-0.006,0.005,1.001,-3.37,1.2,0.95
12240.0,-0.001,0.003,1.001,-3.44,1.07,0.98
12260.0,0.001,-0.002,1.000,-3.24,0.76,1.13
12280.0,0.002,-0.005,1.004,-3.3,0.94,0.86
12300.0,-0.000,0.002,0.996,-3.28,1.03,0.89
12320.0,0.001,0.011,1.001,-3.48,1.17,1.26
12340.0,-0.001,-0.001,0.999,-3.4,1.08,1.11
12360.0,-0.000,-0.004,0.999,-3.68,1.0,0.78
12380.0,0.001,-0.005,0.996,-3.36,0.78,1.09
12400.0,-0.002,0.000,0.995,-3.37,1.07,1.03
12420.0,0.000,0.003,1.000,-3.51,0.78,1.01
12440.0,0.001,-0.003,0.996,-3.2,1.13,1.14
12460.0,0.002,-0.002,0.999,-3.03,0.83,1.04
12480.0,0.000,0.005,1.002,-3.31,0.94,1.18
12500.0,0.003,-0.001,1.001,-3.04,0.99,0.96
12520.0,0.001,-0.004,1.001,-3.53,1.09,0.95
12540.0,-0.002,0.002,0.992,-3.4,1.1,1.24
12560.0,0.000,0.003,0.998,-3.43,0.91,1.13
12580.0,-0.001,0.002,1.000,-3.23,0.58,0.95
12600.0,-0.003,-0.002,1.005,-3.25,0.82,0.98
12620.0,-0.000,-0.001,1.002,-3.56,0.81,1.02
12640.0,0.001,-0.002,0.996,-3.44,1.27,1.12
12660.0,0.001,0.002,1.004,-3.59,0.73,1.08
12680.0,0.001,0.003,1.007,-3.32,1.07,1.2
12700.0,-0.001,-0.000,1.001,-3.36,0.95,1.27
12720.0,0.003,0.004,0.996,-3.46,0.92,0.91
12740.0,0.004,-0.002,0.995,-3.63,1.17,1.08
12760.0,0.002,-0.002,0.998,-3.53,1.05,1.04
12780.0,0.000,-0.003,0.996,-3.15,0.84,0.96
12800.0,-0.002,-0.002,1.003,-2.99,0.93,1.01
12820.0,0.001,-0.002,0.999,-3.52,0.88,1.17
12840.0,-0.002,0.001,1.004,-3.39,1.02,1.13
12860.0,-0.000,-0.001,1.005,-3.55,1.08,1.01
12880.0,0.001,0.001,1.003,-3.17,0.68,1.17
12900.0,-0.003,0.001,0.994,-3.39,0.66,0.87
12920.0,0.001,0.000,1.003,-3.3,1.0,1.04
12940.0,-0.000,0.003,1.003,-3.3,0.97,1.04
12960.0,0.002,-0.001,1.002,-3.35,1.19,0.79
12980.0,0.003,0.004,1.003,-3.2,0.94,0.93
13000.0,-0.003,0.002,1.001,-3.44,0.94,1.04
13020.0,0.003,-0.003,0.998,-3.2,0.94,0.9
13040.0,-0.000,-0.001,1.001,-3.52,0.89,0.97
13060.0,0.000,0.003,1.005,-3.1,0.97,1.14
13080.0,0.001,0.001,1.006,-3.22,1.11,0.96
13100.0,0.000,-0.000,1.001,-3.01,0.94,1.04
13120.0,0.000,-0.001,1.001,-3.31,1.14,0.69
13140.0,-0.002,0.004,1.005,-3.59,1.02,1.12
13160.0,0.000,0.002,0.997,-3.22,0.79,1.08
13180.0,-0.001,-0.001,1.001,-3.75,0.92,0.95
13200.0,0.000,0.003,1.002,-3.3,1.09,0.88
13220.0,-0.003,0.003,0.995,-3.52,1.01,0.93
13240.0,-0.003,-0.002,0.999,-3.27,0.78,1.14
13260.0,-0.005,-0.007,1.000,-3.31,0.93,0.99
13280.0,-0.000,0.003,0.998,-3.24,1.06,1.11
13300.0,0.000,0.003,1.006,-3.56,0.72,1.06
13320.0,-0.006,0.001,1.003,-3.34,1.28,1.21
13340.0,-0.000,-0.001,1.001,-3.28,0.72,0.88
13360.0,-0.002,0.002,1.000,-3.5,0.85,1.02
13380.0,-0.001,0.003,1.004,-3.74,0.85,0.95
13400.0,0.002,0.003,1.000,-3.4,0.93,0.9
13420.0,0.003,0.000,1.002,-3.49,0.85,1.09
13440.0,-0.001,-0.004,1.001,-3.43,0.99,1.05
13460.0,-0.002,-0.001,1.000,-3.28,0.82,0.82
13480.0,0.000,-0.003,1.000,-3.23,0.92,1.12
13500.0,-0.001,0.002,1.007,-3.1,0.94,1.16
13520.0,-0.000,-0.002,1.002,-3.48,0.79,0.98
13540.0,-0.003,-0.002,1.004,-3.49,1.01,1.04
13560.0,-0.004,-0.001,1.001,-3.6,0.82,0.91
13580.0,-0.004,0.004,1.005,-3.24,0.99,1.09
13600.0,0.002,0.004,0.999,-3.38,0.94,1.02
13620.0,-0.003,0.001,0.997,-3.47,0.88,0.96
13640.0,-0.006,-0.004,1.003,-3.33,0.95,1.09
13660.0,-0.003,0.001,1.003,-3.63,0.85,1.13
13680.0,-0.002,0.004,0.997,-3.65,0.92,0.94
13700.0,-0.001,0.002,1.007,-3.68,1.13,1.03
13720.0,-0.008,-0.004,0.996,-3.33,0.65,0.91
13740.0,0.002,-0.001,0.997,-3.44,0.96,1.07
13760.0,-0.004,-0.006,1.003,-3.49,0.78,0.85
13780.0,-0.003,0.003,0.997,-3.33,1.09,1.08
13800.0,-0.002,-0.001,1.001,-3.27,0.81,0.9
13820.0,-0.004,-0.001,0.994,-3.7,0.91,0.91
13840.0,-0.001,-0.005,1.000,-3.48,0.97,0.88
13860.0,0.003,0.002,1.003,-3.15,0.57,1.08
13880.0,-0.001,-0.001,0.994,-3.24,1.21,0.93
13900.0,-0.002,0.002,0.997,-3.33,0.9,0.97
13920.0,-0.001,0.002,0.993,-3.24,1.04,0.84
13940.0,-0.005,0.002,0.997,-3.48,0.87,1.29
13960.0,0.000,-0.002,1.006,-3.39,1.13,1.03
13980.0,0.002,-0.002,0.999,-3.29,0.98,1.14
14000.0,0.002,0.003,0.996,-3.51,1.1,1.01
14020.0,-0.006,0.005,1.004,-3.47,1.07,1.08
14040.0,-0.004,0.001,0.999,-3.11,0.84,1.14
14060.0,0.001,-0.003,1.005,-3.43,0.78,1.15
14080.0,0.003,-0.001,1.006,-3.24,0.92,1.03
14100.0,-0.001,-0.003,0.995,-3.08,1.14,1.05
14120.0,-0.002,-0.001,0.997,-3.1,0.7,1.18
14140.0,0.001,0.000,1.005,-3.42,1.18,1.09
14160.0,-0.000,-0.001,0.997,-3.63,1.16,0.85
14180.0,0.001,-0.006,1.007,-3.58,1.13,1.0
14200.0,0.000,0.002,1.000,-3.4,0.91,1.2
14220.0,-0.001,0.001,1.007,-3.38,0.65,0.97
14240.0,0.000,0.000,0.991,-3.2,0.97,1.32
14260.0,-0.004,0.000,1.003,-3.56,0.91,0.92
14280.0,-0.003,-0.001,0.999,-3.46,1.05,1.1
14300.0,0.002,0.004,1.001,-3.4,1.14,1.09
14320.0,0.003,0.003,1.006,-3.47,0.55,1.1
14340.0,-0.000,-0.001,1.001,-3.27,0.97,0.81
14360.0,0.002,0.003,0.994,-3.53,1.17,0.97
14380.0,-0.001,-0.001,0.999,-3.25,1.12,1.14
14400.0,-0.001,-0.001,0.999,-3.39,0.98,0.88
14420.0,-0.002,-0.003,1.001,-3.12,0.97,1.01
14440.0,-0.001,0.001,1.008,-3.56,0.97,1.02
14460.0,-0.002,0.002,1.007,-3.25,1.14,1.22
14480.0,0.000,0.004,1.002,-3.22,1.17,1.11
14500.0,-0.000,-0.001,0.999,-3.43,0.72,1.02
14520.0,0.001,0.000,1.000,-3.24,0.81,1.07
14540.0,-0.002,0.004,1.000,-3.32,0.73,0.85
14560.0,-0.001,0.003,1.005,-3.36,1.14,1.2
14580.0,-0.001,0.000,1.001,-3.24,0.62,1.08
14600.0,-0.003,0.001,1.002,-3.3,1.2,1.04
14620.0,0.000,-0.002,1.000,-3.43,1.11,1.1
14640.0,0.000,0.002,1.004,-3.07,0.97,0.97
14660.0,0.000,-0.001,1.007,-3.26,0.94,1.07
14680.0,-0.001,0.002,1.000,-2.94,0.87,1.15
14700.0,-0.003,0.000,0.999,-3.31,0.74,0.88
14720.0,-0.000,-0.002,0.996,-3.34,1.04,0.76
14740.0,0.001,0.008,0.996,-3.39,1.06,0.94
14760.0,0.003,-0.001,0.995,-3.43,1.07,1.13
14780.0,-0.001,-0.001,1.000,-3.34,0.7,1.15
14800.0,-0.000,0.001,1.001,-3.52,1.12,0.88
14820.0,-0.002,0.001,1.006,-3.2,0.91,1.21
14840.0,0.001,0.005,0.996,-3.56,0.9,0.91
14860.0,0.001,0.005,1.000,-3.39,0.9,1.05
14880.0,0.000,-0.001,1.001,-3.49,0.87,1.11
14900.0,0.000,0.000,1.004,-3.34,0.71,0.96
14920.0,-0.002,-0.001,0.998,-3.49,0.82,1.2
14940.0,0.001,-0.000,1.005,-3.27,1.06,1.14
14960.0,-0.001,-0.001,1.000,-3.31,0.88,0.95
14980.0,-0.001,-0.001,1.002,-3.4,0.78,1.01
15000.0,0.002,-0.001,0.996,-3.49,0.89,0.86
20.0,-0.004,0.004,1.000,-5.3,1.24,1.6
40.0,-0.004,-0.001,0.999,-5.24,1.43,1.66
60.0,0.007,0.000,0.997,-4.96,1.58,1.6
80.0,0.012,-0.004,1.000,-5.43,1.5,1.58
100.0,0.005,-0.002,1.004,-5.13,1.53,1.67
120.0,-0.001,-0.002,1.006,-5.34,1.64,1.63
140.0,-0.007,0.007,1.004,-4.94,1.4,1.7
160.0,-0.003,0.008,1.001,-5.4,1.13,1.96
180.0,0.001,0.007,1.000,-5.2,1.32,1.55
200.0,0.008,-0.006,1.002,-5.43,1.7,1.9
220.0,0.005,-0.005,0.999,-5.45,1.62,1.53
240.0,0.001,0.004,1.005,-5.37,1.59,1.6
260.0,0.000,0.010,0.999,-5.48,1.53,1.55
280.0,-0.003,-0.006,0.997,-5.33,1.19,1.73
300.0,-0.001,-0.006,0.996,-4.99,1.56,1.81
320.0,-0.007,0.007,1.001,-4.94,1.06,1.67
340.0,-0.003,0.006,0.989,-5.24,1.23,1.86
360.0,-0.001,0.001,1.003,-5.14,1.44,1.69
380.0,0.001,-0.001,1.003,-5.4,1.11,1.58
400.0,0.007,-0.002,1.002,-5.2,1.35,1.65
420.0,0.006,-0.000,1.006,-5.42,1.52,1.38
440.0,-0.002,0.004,0.999,-5.13,1.51,1.58
460.0,-0.007,0.001,0.994,-5.15,0.97,1.8
480.0,-0.004,0.004,1.001,-5.25,1.39,1.73
500.0,-0.004,0.002,1.007,-5.41,1.34,1.79
520.0,0.006,-0.002,0.996,-5.02,1.56,1.53
540.0,0.007,-0.002,0.999,-5.43,1.48,1.69
560.0,-0.000,-0.001,0.999,-5.4,1.44,1.69
580.0,-0.002,0.004,1.000,-5.03,1.92,1.7
600.0,0.001,0.001,1.000,-5.41,1.6,1.74
620.0,-0.003,-0.002,0.996,-5.23,1.53,1.83
640.0,-0.004,-0.007,0.994,-5.39,1.47,1.63
660.0,0.006,0.001,1.004,-4.96,1.46,1.72
680.0,0.005,0.003,0.998,-5.09,1.35,1.46
700.0,-0.000,-0.000,0.995,-5.2,1.42,1.64
720.0,-0.002,-0.001,1.001,-5.47,1.33,1.64
740.0,0.004,-0.003,1.001,-4.98,1.27,1.74
760.0,0.000,0.001,0.999,-5.39,1.45,1.7
780.0,0.003,-0.002,1.000,-5.3,1.81,1.62
800.0,-0.000,0.003,0.999,-5.29,0.85,1.56
820.0,-0.002,0.005,1.004,-5.46,1.11,1.63
840.0,-0.001,0.000,1.000,-5.4,1.76,1.76
860.0,-0.001,-0.003,0.997,-5.29,1.44,1.78
880.0,0.005,-0.001,1.003,-4.65,1.21,1.47
900.0,0.006,0.014,0.999,-5.14,1.81,1.81
920.0,0.001,-0.003,1.002,-5.41,1.53,1.72
940.0,-0.006,-0.010,1.001,-5.04,1.27,1.61
960.0,-0.001,-0.000,0.995,-5.03,1.26,1.54
980.0,0.002,0.008,0.993,-5.3,1.79,1.54
1000.0,-0.004,0.009,1.010,-5.27,1.57,1.74
1020.0,-0.009,-0.001,1.005,-5.32,0.98,1.82
1040.0,-0.007,-0.008,1.002,-5.18,1.06,1.58
1060.0,0.002,0.009,1.006,-4.79,1.6,1.71
1080.0,0.011,0.003,0.995,-5.27,1.64,1.69
1100.0,0.003,-0.004,0.995,-5.14,1.52,1.74
1120.0,-0.002,-0.011,1.002,-5.2,1.39,1.9
1140.0,0.003,-0.000,1.017,-4.84,1.78,1.81
1160.0,0.001,0.016,1.008,-4.99,1.61,1.41
1180.0,0.002,0.003,0.998,-5.46,1.24,1.75
1200.0,0.000,-0.007,1.004,-5.32,1.26,1.89
1220.0,-0.004,-0.002,0.999,-4.92,1.61,1.55
1240.0,-0.007,0.005,1.006,-4.86,1.3,1.65
1260.0,-0.006,0.011,1.009,-5.27,1.17,1.72
1280.0,0.000,-0.002,1.003,-5.57,1.11,1.76
1300.0,0.010,-0.011,0.992,-5.14,1.6,1.66
1320.0,0.003,-0.004,1.007,-5.17,1.9,1.78
1340.0,-0.000,0.009,1.000,-5.2,1.63,1.56
1360.0,-0.001,0.009,0.999,-5.2,1.24,1.69
1380.0,-0.001,-0.004,0.999,-5.24,1.2,1.88
1400.0,-0.004,-0.001,1.000,-5.35,1.32,1.76
1420.0,0.001,0.003,1.005,-5.14,1.63,1.57
1440.0,0.004,0.007,1.001,-5.03,1.56,1.6
1460.0,0.005,-0.002,1.001,-5.42,1.47,1.67
1480.0,-0.002,-0.005,1.001,-4.99,1.55,1.52
1500.0,-0.003,-0.007,0.993,-5.06,1.39,1.64
1520.0,-0.004,0.000,1.006,-5.1,1.29,1.61
1540.0,0.010,0.009,0.996,-5.18,1.64,1.63
1560.0,-0.003,0.006,0.995,-5.59,1.76,1.61
1580.0,-0.001,-0.005,1.005,-5.36,1.32,1.68
1600.0,0.000,-0.004,0.995,-5.46,1.36,1.82
1620.0,0.001,0.005,0.993,-5.2,1.34,1.66
1640.0,0.001,-0.001,0.995,-5.13,1.85,1.83
1660.0,-0.001,0.008,1.000,-5.24,1.61,1.39
1680.0,0.002,0.002,1.004,-5.14,0.89,1.6
1700.0,0.003,-0.000,0.991,-5.3,0.82,1.56
1720.0,0.006,-0.007,1.000,-5.2,1.33,1.67
1740.0,0.008,0.003,0.993,-5.17,1.58,1.79
1760.0,0.002,0.005,0.998,-5.07,1.16,1.91
1780.0,-0.005,0.012,1.006,-5.14,1.51,1.6
1800.0,-0.005,0.008,1.005,-5.33,1.33,1.6
1820.0,-0.001,-0.012,0.997,-5.17,1.17,1.79
1840.0,0.009,-0.008,0.998,-5.27,1.68,1.58
1860.0,0.002,-0.003,1.000,-5.03,1.11,1.82
1880.0,-0.004,-0.002,1.004,-5.24,1.48,1.82
1900.0,0.000,-0.004,0.998,-5.19,1.61,1.53
1920.0,0.000,-0.006,1.001,-5.11,1.44,1.67
1940.0,-0.001,0.003,1.004,-5.38,1.53,1.62
1960.0,0.002,-0.001,0.996,-5.3,1.4,2.01
1980.0,0.003,0.001,0.998,-5.24,1.53,1.69
2000.0,-0.000,0.004,0.996,-5.23,1.71,1.81
2020.0,-0.009,0.001,0.994,-5.11,1.27,1.64
2040.0,-0.003,0.002,0.993,-5.39,1.5,1.31
2060.0,0.002,-0.002,1.008,-5.36,1.45,1.73
2080.0,0.001,-0.007,1.003,-4.81,1.5,1.64
2100.0,0.007,-0.004,1.003,-5.06,1.49,1.68
2120.0,0.016,-0.015,0.971,-4.91,5.67,8.11
2140.0,0.016,-0.012,0.958,-5.62,-1.08,-10.11
2160.0,0.048,-0.042,1.005,-4.44,0.2,5.46
2180.0,0.002,-0.019,1.023,-5.26,2.63,1.01
2200.0,-0.002,-0.009,1.009,-5.0,1.7,3.05
2220.0,0.004,0.007,0.999,-4.94,0.23,1.86
2240.0,-0.014,0.004,1.013,-5.21,0.14,1.37
2260.0,-0.004,0.006,0.995,-5.74,0.72,0.76
2280.0,0.035,-0.031,0.980,-4.2,22.27,-36.44
2300.0,-0.075,0.038,0.980,-9.93,-22.85,-15.47
2320.0,0.026,-0.001,1.076,-5.15,-4.21,6.47
2340.0,0.043,-0.002,1.001,-5.01,14.81,2.09
2360.0,-0.004,0.003,1.006,-4.98,-0.01,4.92
2380.0,0.000,0.003,0.992,-5.46,-0.62,2.6
2400.0,0.006,-0.001,0.989,-5.36,2.35,2.39
2420.0,-0.005,-0.007,1.001,-5.02,0.86,2.69
2440.0,0.023,0.008,0.994,-5.33,1.67,2.15
2460.0,0.007,0.008,0.998,-5.32,3.28,2.69
2480.0,0.005,0.004,1.002,-5.1,1.37,2.37
2500.0,0.003,-0.002,0.998,-5.04,0.63,2.08
2520.0,-0.003,-0.000,0.999,-5.05,2.06,2.08
2540.0,-0.001,0.000,0.996,-5.03,1.26,2.07
2560.0,0.002,0.005,1.008,-5.11,1.12,1.83
2580.0,0.001,-0.002,1.009,-4.91,1.52,2.02
2600.0,0.001,-0.003,0.998,-5.21,0.95,1.76
2620.0,-0.001,-0.002,1.000,-5.13,1.44,1.82
2640.0,-0.005,0.006,1.004,-5.03,1.49,2.09
2660.0,0.005,0.004,0.998,-5.04,1.3,1.98
2680.0,0.000,-0.002,1.003,-5.09,1.41,1.84
2700.0,0.006,-0.000,1.004,-5.11,1.25,1.68
2720.0,0.000,0.000,1.000,-4.96,1.23,1.79
2740.0,0.001,-0.001,1.003,-5.15,1.5,1.89
2760.0,0.001,0.000,1.004,-5.26,1.31,1.83
2780.0,0.003,-0.004,0.997,-5.21,1.24,1.86
2800.0,0.001,-0.002,0.997,-5.27,1.72,1.94
2820.0,-0.002,0.003,1.004,-4.95,1.37,1.74
2840.0,-0.001,-0.001,1.000,-4.96,1.29,1.89
2860.0,-0.005,0.004,1.001,-5.3,1.44,1.7
2880.0,0.003,-0.003,1.005,-4.92,1.38,1.86
2900.0,0.002,0.001,0.998,-5.07,1.39,1.67
2920.0,0.007,-0.004,0.998,-5.11,1.47,1.69
2940.0,-0.001,-0.002,1.006,-5.22,1.4,1.92
